REGIONE;PROVINCIA;DENOMINAZIONEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;SITOWEBSCUOLA
SICILIA;TRAPANI;"LIC. SCIENTIFICO ""P.RUGGIERI"" MARSALA";TPPS10000Q;"LIC. SCIENTIFICO ""P.RUGGIERI"" MARSALA";VIA GIOVANNI FALCONE N.14;91025;MARSALA;LICEO SCIENTIFICO;TPPS10000Q@istruzione.it;tpps10000q@pec.istruzione.it;www.liceoscientificomarsala.it
SICILIA;TRAPANI;"LICEO STATALE "" PASCASINO"" MARSALA";TPPM03000Q;"LICEO STATALE "" PASCASINO"" MARSALA";VIA VACCARI5;91025;MARSALA;ISTITUTO MAGISTRALE;TPPM03000Q@istruzione.it;tppm03000q@pec.istruzione.it;www.liceopascasino.it
SICILIA;TRAPANI;"LICEO STATALE ""V.F.ALLMAYER"" ALCAMO";TPPM050001;"LICEO STATALE ""V.F.ALLMAYER"" ALCAMO";VIA PIETRO GALATI N.39;91011;ALCAMO;ISTITUTO MAGISTRALE;TPPM050001@istruzione.it;tppm050001@pec.istruzione.it;www.istitutoallmayer.it
SICILIA;TRAPANI;"S.M.S ""A.DE STEFANO"" ERICE C.S.";TPMM044004;"S.M.S ""A.DE STEFANO"" ERICE C.S.";VIA F.LLI AIUTO 16 SUC. VIA S. CARUSO;91016;ERICE;SCUOLA PRIMO GRADO;TPMM044004@istruzione.it;tpmm044004@pec.istruzione.it;www.scuolamediadestefano.it
SICILIA;TRAPANI;"S.M.S. ""D. ALIGHIERI""";TPMM07600G;"S.M.S. ""D. ALIGHIERI""";VIA SALIBI;91017;PANTELLERIA;SCUOLA PRIMO GRADO;TPMM07600G@istruzione.it;tpmm07600g@pec.istruzione.it;omnicomorensivopantelleria.gov.it
SICILIA;TRAPANI;"SC. MEDIA ""G. MAZZINI"" MARSALA";TPMM05400P;"SC. MEDIA ""G. MAZZINI"" MARSALA";PIAZZA FRANCESCO PIZZO N.10;91025;MARSALA;SCUOLA PRIMO GRADO;TPMM05400P@istruzione.it;tpmm05400p@pec.istruzione.it;www.istitutogiuseppemazzini.gov.it
SICILIA;TRAPANI;"V? CIRCOLO ""STRASATTI NUOVO""";TPEE049008;"V? CIRCOLO ""STRASATTI NUOVO""";VIA RE S.N.C.;91025;MARSALA;SCUOLA PRIMARIA;TPEE049008@istruzione.it;tpee049008@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;"""F.MOCHI"" LEVANE";ARIC820006;"""F.MOCHI"" LEVANE";VIA MILANO 20;52025;MONTEVARCHI;ISTITUTO COMPRENSIVO;ARIC820006@istruzione.it;aric820006@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;"""MAGIOTTI""";AREE834016;"""DON MILANI""";VIA FRATELLI ROSSELLI;52025;MONTEVARCHI;SCUOLA PRIMARIA;ARIC834004@istruzione.it;Non Disponibile;www.magiotti-mv.edu.it
TOSCANA;AREZZO;AMINTORE FANFANI;ARMM82402G;"""MICHELANGELO BUONARROTI""";CAPOLUOGO 85;52033;CAPRESE MICHELANGELO;SCUOLA PRIMO GRADO;ARIC82400D@istruzione.it;Non Disponibile;www.fanfanicamaiti.it
TOSCANA;AREZZO;ANGHIARI;ARAA83105N;"""GIROTONDO"" MONTERCHI";VIA PROTOLI N. 23/A;52035;MONTERCHI;SCUOLA INFANZIA;ARIC83100L@istruzione.it;Non Disponibile;www.icanghiari.it
TOSCANA;AREZZO;ANGIOLO VEGNI;ARVC02000X;ANGIOLO VEGNI;CORTONA;52044;CORTONA;CONVITTO ANNESSO;ARVC02000X@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;AREZZO;BUONARROTI - FOSSOMBRONI;ARTD01302E;"""BUONARROTI-FOSSOMBRONI"" CARCERE";VIA GIUSEPPE GARIBALDI 259;52100;AREZZO;ISTITUTO TECNICO COMMERCIALE;ARIS013007@ISTRUZIONE.IT;Non Disponibile;http//www.buonarroti-fossombroni.it
TOSCANA;AREZZO;CESALPINO;ARAA83501R;FONTEROSA;VIA TOMMASO SGRICCI 34;52100;AREZZO;SCUOLA INFANZIA;ARIC83500X@istruzione.it;Non Disponibile;www.iccesalpino.gov.IT
TOSCANA;AREZZO;CITTA' DI CASTIGLION FIORENTINO;ARAA81902X;GIOVAN BATTISTA SCHIATTI;Non Disponibile;52043;CASTIGLION FIORENTINO;SCUOLA INFANZIA;ARIC819002@istruzione.it;Non Disponibile;www.iccastiglioni.gov.it
TOSCANA;AREZZO;CONVITTO NAZIONALE;AREE00900D;CONVITTO NAZIONALE;VIA CARDUCCI 5;52100;AREZZO;SCUOLA PRIMARIA;AREE00900D@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;AREZZO;CONVITTO NAZIONALE V. EMANUELE;ARMM00900C;CONVITTO NAZIONALE V. EMANUELE;VIA CARDUCCI 5;52100;AREZZO;SCUOLA PRIMO GRADO;ARMM00900C@istruzione.it;Non Disponibile;www.convittonazionalearezzo.it
TOSCANA;AREZZO;CONVITTO NAZIONALE V. EMANUELE II;ARVC010009;CONVITTO NAZIONALE V. EMANUELE II;VIA CARDUCCI 5;52100;AREZZO;CONVITTO NAZIONALE;ARVC010009@istruzione.it;arvc010009@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;CORTONA 1;AREE842037;"""CURZIO VENUTI"" - SODO";FRAZ. SODO;52044;CORTONA;SCUOLA PRIMARIA;ARIC842003@istruzione.it;Non Disponibile;www.http//iccortona1.gov.it/
TOSCANA;AREZZO;CORTONA 2;ARAA841058;"""ARCOBALENO""";VIA V. BELOV 2 - TERONTOLA;52044;CORTONA;SCUOLA INFANZIA;ARIC841007@istruzione.it;Non Disponibile;www.direzionedidatticacortona2.gov.it
TOSCANA;AREZZO;CPIA 1 AREZZO;ARCT703009;C.T.P. VALDICHIANA;PIAZZA NENCETTI 3;52045;FOIANO DELLA CHIANA;CENTRO TERRITORIALE;ARMM06700C@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;AREZZO;ENRICO FERMI;ARTF01201X;ENRICO FERMI;PIAZZA MATTEOTTI 1;52011;BIBBIENA;ISTITUTO TECNICO INDUSTRIALE;ARIS01200B@istruzione.it;Non Disponibile;www.isisfermi.it
TOSCANA;AREZZO;'G. GARIBALDI';ARAA82301E;"""ARCOBALENO""";VIA GARIBALDI 9-SUBBIANO;52010;SUBBIANO;SCUOLA INFANZIA;ARIC82300N@istruzione.it;Non Disponibile;www.icsgaribaldi.it
TOSCANA;AREZZO;G. MONACO;ARAA82903G;TALLA;VIA VALDARNO;52010;TALLA;SCUOLA INFANZIA;ARIC82900L@istruzione.it;Non Disponibile;icscastelfocognano.gov.it
TOSCANA;AREZZO;'G.GIOVAGNOLI';ARRI01750E;I.P.S.I.A. SANSEPOLCRO CORSO SERALE;LARGO MONSIGNOR DI LIEGRO 5;Non Disponibile;SANSEPOLCRO;IST PROF INDUSTRIA E ARTIGIANATO;ARIS01700E@istruzione.it;Non Disponibile;www.isartegiovagnoli.com
TOSCANA;AREZZO;'G.MARCONI';ARAA82101V;"""ROSAI CAIANI POLVERINI""";VIA COSTITUZIONE N.74;52017;SAN GIOVANNI VALDARNO;SCUOLA INFANZIA;ARIC821002@istruzione.it;Non Disponibile;www.icmarconisgv.edu.it
TOSCANA;AREZZO;I. C. DON LORENZO MILANI;ARIC81700A;I. C. DON LORENZO MILANI;VIA ROMA 193;52026;CASTELFRANCO PIANDISCO';ISTITUTO COMPRENSIVO;ARIC81700A@istruzione.it;aric81700a@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;I. OMNICOMPRENSIVO MARCELLI;ARAA818024;ALBERO DEL RICCIO;VIA CASTELLARE;52045;FOIANO DELLA CHIANA;SCUOLA INFANZIA;ARIC818006@istruzione.it;Non Disponibile;www.scuolafoiano.it
TOSCANA;AREZZO;I.C. ALIGHIERI;AREE81502T;FRAZ. CASTELNUOVO DEI SABBIONI;VIA DELLA RESISTENZA;52022;CAVRIGLIA;SCUOLA PRIMARIA;ARIC81500P@istruzione.it;Non Disponibile;www.alighiericastelnuovo.gov.it
TOSCANA;AREZZO;I.C. ALTO CASENTINO;ARAA812036;SCUOLA PER L'INFANZIA;VIA DON BOSCO 1;52018;CASTEL SAN NICCOLO';SCUOLA INFANZIA;ARIC812007@istruzione.it;Non Disponibile;WWW.COMPRENSIVOSANARELLI.IT
TOSCANA;AREZZO;I.C. GIOVANNI XXIII;ARIC81600E;I.C. GIOVANNI XXIII;VIA ADIGE N.1;52028;TERRANUOVA BRACCIOLINI;ISTITUTO COMPRENSIVO;ARIC81600E@istruzione.it;aric81600e@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;I.C. L. VOLUSENO - SESTINO;ARMM814021;LOC. BADIA TEDALDA;VIA ROFELLE;52032;BADIA TEDALDA;SCUOLA PRIMO GRADO;ARIC81400V@istruzione.it;Non Disponibile;www.icVOLUSENO.GOV.IT
TOSCANA;AREZZO;I.C. MARTIRI DI CIVITELLA;ARMM81001L;"""MARTIRI DI CIVITELLA""";VIA VERDI40;52041;CIVITELLA IN VAL DI CHIANA;SCUOLA PRIMO GRADO;ARIC81000G@istruzione.it;Non Disponibile;www.badiacomp.gov.it
TOSCANA;AREZZO;I.C. PETRARCA;AREE81102E;PESTELLO;VIA MINCIO;52025;MONTEVARCHI;SCUOLA PRIMARIA;ARIC81100B@istruzione.it;Non Disponibile;www.comprensivopetrarca.gov.it
TOSCANA;AREZZO;I.C. VASARI;ARAA813065;LIPPI;VIA MOCHI 1;52100;AREZZO;SCUOLA INFANZIA;ARIC813003@istruzione.it;Non Disponibile;www.icvasariarezzo.edu.it
TOSCANA;AREZZO;I.I.S. LICEO CITTA' DI PIERO;ARTD002013;I.T.C.SANSEPOLCRO S.A.DEL L.SCIENTIFICO;VIA PIER DELLA FRANCESCA 43;52037;SANSEPOLCRO;ISTITUTO TECNICO COMMERCIALE;ARIS00200R@istruzione.it;Non Disponibile;www.liceosansepolcro.it
TOSCANA;AREZZO;I.I.S.S. ANGELO VEGNI - CAPEZZINE;ARIS01600P;I.I.S.S. ANGELO VEGNI - CAPEZZINE;CORTONA;52044;CORTONA;ISTITUTO SUPERIORE;ARIS01600P@istruzione.it;aris01600p@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;I.I.S.S. BENEDETTO VARCHI;ARIS019006;I.I.S.S. BENEDETTO VARCHI;VIALE G. MATTEOTTI N. 50;52025;MONTEVARCHI;ISTITUTO SUPERIORE;ARIS019006@istruzione.it;aris019006@pec.istruzione.it;www.isiscamaiti.it
TOSCANA;AREZZO;I.I.S.S. GALILEO GALILEI - POPPI;ARPS02101L;GALILEO GALILEI;PIAZZA BONILLI N. 1;52014;POPPI;LICEO SCIENTIFICO;ARIS021006@istruzione.it;Non Disponibile;www.liceopoppi.it
TOSCANA;AREZZO;I.I.S.S. GIOVANNI DA CASTIGLIONE;ARRI004014;IPSIA CAST.F.NO S.A. DI L.SCIENT.;VIA MADONNA DEL RIVAIO 54;52043;CASTIGLION FIORENTINO;IST PROF INDUSTRIA E ARTIGIANATO;ARIS00400C@istruzione.it;Non Disponibile;www.liceocastiglione.it
TOSCANA;AREZZO;I.I.S.S. LUCA SIGNORELLI;ARPC001018;LUCA SIGNORELLI;VICOLO DEL TEATRO 4;52044;CORTONA;LICEO CLASSICO;ARIS001001@istruzione.it;Non Disponibile;www.istitutosignorelli.gov.it
TOSCANA;AREZZO;I.I.S.S. VALDARNO;ARTF008018;"ITT""GALILEO FERRARIS""";PIAZZA PALERMO1;52027;SAN GIOVANNI VALDARNO;ISTITUTO TECNICO INDUSTRIALE;ARIS00800Q@istruzione.it;Non Disponibile;www.isivaldarno.gov.it
TOSCANA;AREZZO;I.T.I.S. GALILEO GALILEI - AREZZO;ARTF02000T;I.T.I.S. GALILEO GALILEI - AREZZO;VIA DINO MENCI 1;52100;AREZZO;ISTITUTO TECNICO INDUSTRIALE;ARTF02000T@istruzione.it;artf02000t@pec.istruzione.it;www.itis.arezzo.gov.it
TOSCANA;AREZZO;"IC ""B.DOVIZI"" BIBBIENA";AREE82801V;"""LUIGI GORI""";VIALE MICHELANGELO1 - CAPOLUOGO;52011;BIBBIENA;SCUOLA PRIMARIA;ARIC82800R@istruzione.it;Non Disponibile;www.comprensivobibbiena.it
TOSCANA;AREZZO;IC BUCINE;ARMM82502B;PERGINE V.NO;VIA CINECITTA' 2;52020;LATERINA PERGINE VALDARNO;SCUOLA PRIMO GRADO;ARIC825009@istruzione.it;Non Disponibile;www.icbucine.eu
TOSCANA;AREZZO;IPSIA M.A.T. FOIANO CHIANA;ARRI090007;IPSIA M.A.T. FOIANO CHIANA;PIAZZA NENCETTI 5;52045;FOIANO DELLA CHIANA;IST PROF INDUSTRIA E ARTIGIANATO;ARRI090007@istruzione.it;arri090007@pec.istruzione.it;www.scuolafoiano.gov.it
TOSCANA;AREZZO;"IST. COMPRENSIVO ""V. VENTURI""";AREE826017;BIANCO DA LANCIOLINA;VIA GIOVANNI XXIII;52024;LORO CIUFFENNA;SCUOLA PRIMARIA;ARIC826005@istruzione.it;Non Disponibile;www.comprensivolorociuffenna.gov.it
TOSCANA;AREZZO;IST. COMPRENSIVO SANSEPOLCRO;AREE84001D;"""EDMONDO DE AMICIS""";PIAZZA S.CHIARA 3;52037;SANSEPOLCRO;SCUOLA PRIMARIA;ARIC84000B@istruzione.it;Non Disponibile;www.icsansepolcro.it
TOSCANA;AREZZO;IST. TECNICO ECONOMICO - FOIANO CHIANA;ARTD12000C;IST. TECNICO ECONOMICO - FOIANO CHIANA;PIAZZA NENCETTI N.7;52045;FOIANO DELLA CHIANA;ISTITUTO TECNICO COMMERCIALE;ARTD12000C@istruzione.it;Non Disponibile;www.scuolafoiano.gov.it
TOSCANA;AREZZO;ISTITUTO COMPRENSIVO DI SOCI;ARAA82202Q;SCUOLA INFANZIA DI SAN PIERO;VIA GARIBALDI 14;52010;ORTIGNANO RAGGIOLO;SCUOLA INFANZIA;ARIC82200T@istruzione.it;Non Disponibile;www.comprensivosoci.it
TOSCANA;AREZZO;ISTITUTO OMNICOMPRENSIVO FANFANI-CAMAITI;ARTA018016;"IST.TECN.AGR.AGROAL.AGROI. ""A.M.CAMAITI""";VIA S. LORENZO 18;52036;PIEVE SANTO STEFANO;ISTITUTO TECNICO AGRARIO;ARIS01800A@istruzione.it;Non Disponibile;www.fanfanicamaiti.it
TOSCANA;AREZZO;IV NOVEMBRE;ARMM83701L;"""IV NOVEMBRE""";VIA RISMONDO 4;52100;AREZZO;SCUOLA PRIMO GRADO;ARIC83700G@istruzione.it;Non Disponibile;www.ic4novembre.it
TOSCANA;AREZZO;LICEI GIOVANNI DA SAN GIOVANNI;ARPM010006;LICEI GIOVANNI DA SAN GIOVANNI;PIAZZA PALERMO 1;52027;SAN GIOVANNI VALDARNO;ISTITUTO MAGISTRALE;ARPM010006@istruzione.it;arpm010006@pec.istruzione.it;www.liceisgv.gov.it
TOSCANA;AREZZO;LICEO ARTISTICO P.F. ANNESSO AL CONVITTO;ARSD06000L;LICEO ARTISTICO P.F. ANNESSO AL CONVITTO;VIA XXV APRILE 86;52100;AREZZO;ISTITUTO D'ARTE;ARSD06000L@istruzione.it;arsd06000l@pec.istruzione.it;www.artearezzo.it
TOSCANA;AREZZO;LICEO STATALE F. PETRARCA;ARPC010002;LICEO STATALE F. PETRARCA;VIA CAVOUR 44;52100;AREZZO;LICEO CLASSICO;ARPC010002@istruzione.it;arpc010002@pec.istruzione.it;WWW.LICEO-CLASSICO.AREZZO.IT
TOSCANA;AREZZO;LICEO STATALE F. REDI;ARPS02000Q;LICEO STATALE F. REDI;VIA LEONE LEONI 38;52100;AREZZO;LICEO SCIENTIFICO;ARPS02000Q@istruzione.it;arps02000q@pec.istruzione.it;www.liceorediarezzo.it
TOSCANA;AREZZO;LICEO STATALE VITTORIA COLONNA;ARPM03000B;LICEO STATALE VITTORIA COLONNA;VIA PORTA BUIA 6;52100;AREZZO;ISTITUTO MAGISTRALE;ARPM03000B@istruzione.it;arpm03000b@pec.istruzione.it;www.vittoriacolonna.com
TOSCANA;AREZZO;"LUCIGNANO""RITA LEVI-MONTALCINI""";ARMM83302A;LOC. MARCIANO;VIA GIUSEPPE MAZZINI 42;52047;MARCIANO DELLA CHIANA;SCUOLA PRIMO GRADO;ARIC833008@istruzione.it;Non Disponibile;www.ic.lucignano.it
TOSCANA;AREZZO;MARGARITONE;ARRI00701G;MARGARITONE;VIA FIORENTINA 179;52100;AREZZO;IST PROF INDUSTRIA E ARTIGIANATO;ARIS00700X@istruzione.it;Non Disponibile;www.tecnicoprofessionalearezzo.gov.it/
TOSCANA;AREZZO;MARGARITONE;ARIC83800B;MARGARITONE;VIA ANGIOLO TRICCA N?19;52100;AREZZO;ISTITUTO COMPRENSIVO;ARIC83800B@istruzione.it;aric83800b@pec.istruzione.it;Non Disponibile
TOSCANA;AREZZO;'MASACCIO';ARAA82703X;"""RODARI""";PONTE ALLE FORCHE;52027;SAN GIOVANNI VALDARNO;SCUOLA INFANZIA;ARIC827001@istruzione.it;Non Disponibile;www.icmasaccio.edu.it
TOSCANA;AREZZO;MONTE SAN SAVINO;AREE83202G;"""ANNI VERDI""-ALBERORO";VIA DEL POPOLO 18;52048;MONTE SAN SAVINO;SCUOLA PRIMARIA;ARIC83200C@istruzione.it;Non Disponibile;www.istcompmss.it
TOSCANA;AREZZO;PIERO DELLA FRANCESCA;AREE836041;SAN LEO;LOC SAN LEO VIA BELLINI;52100;AREZZO;SCUOLA PRIMARIA;ARIC83600Q@istruzione.it;Non Disponibile;www.icpierodellafrancescaarezzo.it
TOSCANA;AREZZO;PIEVE SANTO STEFANO;ARVC03000E;PIEVE SANTO STEFANO;VIA S. LORENZO N. 18;52036;PIEVE SANTO STEFANO;CONVITTO ANNESSO;ARVC03000E@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;AREZZO;POPPI;ARAA83001N;LA TORRICELLA PONTE A POPPI;LOC. TORRICELLA;52014;POPPI;SCUOLA INFANZIA;ARIC83000R@istruzione.it;Non Disponibile;www.poppiscuola.it
TOSCANA;AREZZO;SEVERI;AREE83904C;"""ANGELO TAVANTI""";LOC. POLICIANO 73;52040;AREZZO;SCUOLA PRIMARIA;ARIC839007@istruzione.it;Non Disponibile;www.icseveriarezzo.gov.it
TOSCANA;FIRENZE;"""BARBERINO DI MUGELLO""";FIMM818013;LORENZO DE' MEDICI;VIA MONSIGNOR G. AGRESTI 18;50031;BARBERINO DI MUGELLO;SCUOLA PRIMO GRADO;FIIC818002@istruzione.it;Non Disponibile;www.barbescuola.gov.it
TOSCANA;FIRENZE;"""BUONTALENTI""";FIRH020009;"""BUONTALENTI""";VIA SAN BARTOLO A CINTOIA 19/A;50142;FIRENZE;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;FIRH020009@istruzione.it;firh020009@pec.istruzione.it;www.buontalenti.gov.it
TOSCANA;FIRENZE;"""ENRIQUES""";FIRH00201R;"""ENRIQUES""";VIA DUCA D'AOSTA 65;50051;CASTELFIORENTINO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;FIIS00200L@istruzione.it;Non Disponibile;www.istitutoenriques.com
TOSCANA;FIRENZE;"""MORANTE - GINORI CONTI""";FIIS004008;"""MORANTE - GINORI CONTI""";VIA CHIANTIGIANA 26/A;50126;FIRENZE;ISTITUTO SUPERIORE;FIIS004008@istruzione.it;fiis004008@pec.istruzione.it;Non Disponibile
TOSCANA;FIRENZE;"""SASSETTI - PERUZZI""";FIRC02902L;"""SASSETTI"" - SEZ.COORD.";VIA CISERI 5;50018;SCANDICCI;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;FIIS02900L@istruzione.it;Non Disponibile;http//www.sassettiperuzzi.it/
TOSCANA;FIRENZE;A. M. ENRIQUES AGNOLETTI;FIPS01801L;"LICEO SCIENTIFICO ""AGNOLETTI""";VIA G.LORCA 1;50013;CAMPI BISENZIO;LICEO SCIENTIFICO;FIIS018006@istruzione.it;Non Disponibile;www.liceoagnoletti.it
TOSCANA;FIRENZE;ALTIERO SPINELLI;FIAA833055;GIUSEPPE VERDI;VIA RIALDOLI;50018;SCANDICCI;SCUOLA INFANZIA;FIIC833004@istruzione.it;Non Disponibile;www.spinelliscandicci.it
TOSCANA;FIRENZE;AMERIGO VESPUCCI;FIEE813033;BARGELLINI;VIA DI NOVOLI 72;50127;FIRENZE;SCUOLA PRIMARIA;FIIC81300V@istruzione.it;Non Disponibile;www.ic-manzonibaracca.it
TOSCANA;FIRENZE;ANTONINO CAPONNETTO;FIEE846029;"""GUGLIELMO MARCONI""";VIA LILLIANO E MEOLI N.9;50012;BAGNO A RIPOLI;SCUOLA PRIMARIA;FIIC846006@istruzione.it;Non Disponibile;www.iccaponnetto.it
TOSCANA;FIRENZE;ANTONIO MEUCCI;FITF010014;I.T.I. MEUCCI - SEDE CARCERARIA;Non Disponibile;Non Disponibile;FIRENZE;ISTITUTO TECNICO INDUSTRIALE;FITF010003@istruzione.it;Non Disponibile;www.itismeucci.it
TOSCANA;FIRENZE;BACCIO DA MONTELUPO;FIEE81105D;MARGHERITA HACK;VIA DEL PARCO 23;50056;MONTELUPO FIORENTINO;SCUOLA PRIMARIA;FIIC811007@istruzione.it;Non Disponibile;www.istitutocomprensivomontelupo.it
TOSCANA;FIRENZE;BARSANTI;FIIC83600G;BARSANTI;VIA LUNGA 94;50142;FIRENZE;ISTITUTO COMPRENSIVO;FIIC83600G@istruzione.it;fiic83600g@pec.istruzione.it;Non Disponibile
TOSCANA;FIRENZE;BEATO ANGELICO;FIMM86001D;BEATO ANGELICO;VIA LEONCAVALLO 12;50127;FIRENZE;SCUOLA PRIMO GRADO;FIIC86000C@istruzione.it;Non Disponibile;http//www.dicambiobeatoangelico.it
TOSCANA;FIRENZE;BERTRAND RUSSELL-ISAAC NEWTON;FIPM00901V;"LIC.SCIENZE UMANE-SOCIALE ""NEWTON""";VIA FABRIZIO DE ANDRE' 6;Non Disponibile;SCANDICCI;ISTITUTO MAGISTRALE;FIIS00900B@istruzione.it;Non Disponibile;www.russell-newton.gov.it
TOSCANA;FIRENZE;BORGO SAN LORENZO;FIMM875017;SMS GIOVANNI DELLA CASA;VIA DON MINZONI 19;50032;BORGO SAN LORENZO;SCUOLA PRIMO GRADO;FIIC875006@istruzione.it;Non Disponibile;www.iccastelfiorentino.gov.it
TOSCANA;FIRENZE;BOTTICELLI;FIAA85502V;"""SANDRO PERTINI""";VIA ISONZO 21;50126;FIRENZE;SCUOLA INFANZIA;FIIC855001@istruzione.it;Non Disponibile;www.icbotticelli.gov.it
TOSCANA;FIRENZE;CALAMANDREI;FIAA859015;MAMELI;VIA SANTUCCI 5;50127;FIRENZE;SCUOLA INFANZIA;FIIC859008@istruzione.it;Non Disponibile;www.iccalamandrei.gov.it
TOSCANA;FIRENZE;CALENZANO;FIEE82702X;"""CONCETTO MARCHESI""";VIA DI CARRAIA;50041;CALENZANO;SCUOLA PRIMARIA;FIIC82700R@istruzione.it;Non Disponibile;www.istitutocomprensivocalenzano.gov.it
TOSCANA;FIRENZE;CAPRAIA E LIMITE;FIEE81002E;G.MARCONI PRIMARIA LIMITE;PIAZZA MARCONI 5;50050;CAPRAIA E LIMITE;SCUOLA PRIMARIA;FIIC81000B@istruzione.it;Non Disponibile;www.istitutocapraiaelimite.it
TOSCANA;FIRENZE;CASTELFIORENTINO;FIAA87102R;VIA DON MINZONI;VIA DON MINZONI 20/A;50051;CASTELFIORENTINO;SCUOLA INFANZIA;FIIC87100V@istruzione.it;Non Disponibile;www.iccastelfiorentino.gov.it
TOSCANA;FIRENZE;CASTELNUOVO;FIPS04000R;CASTELNUOVO;VIA LA MARMORA 20;50121;FIRENZE;LICEO SCIENTIFICO;FIPS04000R@istruzione.it;fips04000r@pec.istruzione.it;www.liceocastelnuovo.gov.it
TOSCANA;FIRENZE;CENTRO STORICO - PESTALOZZI;FIAA83901X;SERRISTORI;VIA S NICCOLO 89;50125;FIRENZE;SCUOLA INFANZIA;FIIC839003@istruzione.it;Non Disponibile;www.centrostoricopestalozzi.it
TOSCANA;FIRENZE;CERRETO GUIDI;FIEE86704C;"LAZZERETTO - ""L.DA VINCI""";VIA 2 SETTEMBRE;50050;CERRETO GUIDI;SCUOLA PRIMARIA;FIIC867007@istruzione.it;Non Disponibile;http//istituto-comprensivo-cerreto-guidi.oneminutesite.it
TOSCANA;FIRENZE;CERTALDO;FIEE825017;"CANONICA ""GIOSUE' CARDUCCI""";VIA DELLA CANONICA;50052;CERTALDO;SCUOLA PRIMARIA;FIIC825005@istruzione.it;Non Disponibile;www.istitutocomprensivocertaldo.gov.it
TOSCANA;FIRENZE;CHINO CHINI;FIIS02300N;CHINO CHINI;VIA P. CAIANI 68;50032;BORGO SAN LORENZO;ISTITUTO SUPERIORE;FIIS02300N@istruzione.it;fiis02300n@pec.istruzione.it;Non Disponibile
TOSCANA;FIRENZE;COMPAGNI - CARDUCCI;FIEE85301B;CARDUCCI;VIALE UGO BASSI 24;50137;FIRENZE;SCUOLA PRIMARIA;FIIC853009@istruzione.it;Non Disponibile;www.istitutocomprensivocompagnicarducci.it
TOSCANA;FIRENZE;COVERCIANO;FIEE85204P;A. DIAZ;VIA G.D'ANNUNZIO 172;50135;FIRENZE;SCUOLA PRIMARIA;FIIC85200D@istruzione.it;Non Disponibile;www.comprensivocoverciano.it
TOSCANA;FIRENZE;CPIA 1 FIRENZE;FIMM700011;NUOVO COMPLESSO PENITENZIARIO;VIA MINERVINI;Non Disponibile;FIRENZE;SCUOLA PRIMO GRADO;FIMM58900D@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;FIRENZE;CPIA 2 FIRENZE;FICT70700C;CENTRO TERRIT.PONTASSIEVE;VIA ROSANO 16/A;50065;PONTASSIEVE;CENTRO TERRITORIALE;FIMM59000N@istruzione.it;Non Disponibile;Non Disponibile
TOSCANA;FIRENZE;DESIDERIO DA SETTIGNANO;FIEE81403V;"DICOMANO ""PASCOLI""";VIALE DON BOSCO 21;50062;DICOMANO;SCUOLA PRIMARIA;FIIC81400P@istruzione.it;Non Disponibile;www.icdicomano.fi.it
TOSCANA;FIRENZE;DINO CAMPANA;FIEE80802E;PALAZZUOLO S/SENIO CAP.;VIA QUADALTI24;50035;PALAZZUOLO SUL SENIO;SCUOLA PRIMARIA;FIIC80800B@istruzione.it;Non Disponibile;www.istitutodinocampana.gov.it
TOSCANA;FIRENZE;DON LORENZO MILANI;FIIC81600A;DON LORENZO MILANI;VIA MONTESSORI 5;50033;FIRENZUOLA;ISTITUTO COMPRENSIVO;FIIC81600A@istruzione.it;fiic81600a@pec.istruzione.it;Non Disponibile
TOSCANA;FIRENZE;DON LORENZO MILANI;FIIC817006;DON LORENZO MILANI;VIALE MATTEOTTI 12;50025;MONTESPERTOLI;ISTITUTO COMPRENSIVO;FIIC817006@istruzione.it;fiic817006@pec.istruzione.it;Non Disponibile
TOSCANA;FIRENZE;DON LORENZO MILANI;FIEE819032;CAPOLUOGO-BARBERINO V.E.;VIA SEMIFONTE;50021;BARBERINO TAVARNELLE;SCUOLA PRIMARIA;FIIC81900T@istruzione.it;Non Disponibile;www.ictvb.it
TOSCANA;FIRENZE;DON MILANI;FIEE85101Q;B.DA ROVEZZANO;VIA DEL GUARLONE 54;50135;FIRENZE;SCUOLA PRIMARIA;FIIC85100N@istruzione.it;Non Disponibile;www.icdonmilani.gov.it
